accession	domain	order	family	genus	species	name	locus
GCF_003111645.1	Bac	206389	2008794	12960	41977	Azoarcus_communis	['NZ_CP022187']
GCF_000750195.1	Bac	200644	49546	104264	979	Cellulophaga_lytica	['NZ_CP009239']
GCF_000940845.1	Bac	85009	31957	1743	1744	Propionibacterium_freudenreichii	['NZ_CP010341']
GCF_002742645.2	Bac	204458	76892	75	69665	Caulobacter_sp._FWC26	['NZ_CP033875', 'NZ_CP033873', 'NZ_CP033874']
GCF_000972865.1	Bac	135614	32033	83618	314722	Pseudoxanthomonas_suwonensis	['NZ_CP011144']
GCF_001611055.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP012743']
GCF_002236875.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP022354']
GCF_002082885.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP020581', 'NZ_CP020580']
GCF_003595305.1	Bac	80840	119060	48736	1310165	Ralstonia_pseudosolanacearum	['NZ_CP021762', 'NZ_CP021763']
GCF_001586195.1	Bac	1385	186818	648800	76853	Solibacillus_silvestris	['NZ_CP014609']
GCF_001281025.1	Bac	186826	1300	1301	28037	Streptococcus_mitis	['NZ_CP012646']
GCF_002762115.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NZ_CP024613']
GCF_002271215.1	Bac	91347	543	1330545	1907578	Lelliottia_jeotgali	['NZ_CP018628']
GCF_001999085.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP019621']
GCF_000258145.1	Bac	91347	543	561	562	Escherichia_coli	['NC_017664', 'NC_017665', 'NC_017662']
GCF_001987175.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011726']
GCF_001618345.2	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP015074', 'NZ_CP015075']
GCF_002073535.2	Bac	206351	481	482	485	Neisseria_gonorrhoeae	['NZ_CP020415']
GCF_000789375.1	Bac	2419	188709	2335	1157947	Thermotoga_sp._Cell2	['NZ_CP003409']
GCF_002859905.1	Bac	80840	506	517	35814	Bordetella_holmesii	['NZ_CP018892']
GCF_001718575.1	Bac	80840	119060	32008	482957	Burkholderia_lata	['NZ_CP013404', 'NZ_CP013406', 'NZ_CP013405']
GCF_002848685.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP023789', 'NZ_CP023790', 'NZ_CP023791', 'NZ_CP023792', 'NZ_CP023793']
GCF_003813125.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP033888', 'NZ_CP033889', 'NZ_CP033890', 'NZ_CP033891', 'NZ_CP033892']
GCF_003606265.1	Bac	186802	31979	1485	1504	Clostridium_septicum	['NZ_CP023671', 'NZ_CP023672']
GCF_000497265.2	Bac	85007	1762	670516	36809	Mycobacteroides_abscessus	['NZ_AP014547']
GCF_900475825.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483419']
GCF_004006055.1	Bac	91347	543	547	2500132	Enterobacter_sp._N18-03635	['NZ_CP034769', 'NZ_CP034768']
GCF_003018875.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027380', 'NZ_CP027381', 'NZ_CP027382', 'NZ_CP027383', 'NZ_CP027384', 'NZ_CP027385']
GCF_001715365.1	Bac	356	118882	234	36855	Brucella_canis	['NZ_CP016973', 'NZ_CP016974']
GCF_000963535.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007483']
GCF_002368455.1	Bac	1161	1185	1186	2005469	Calothrix_sp._NIES-4071	['NZ_AP018255', 'NZ_AP018256', 'NZ_AP018257', 'NZ_AP018258', 'NZ_AP018259', 'NZ_AP018260', 'NZ_AP018261', 'NZ_AP018262', 'NZ_AP018263']
GCF_900636035.1	Bac	91347	543	1335483	563	Shimwellia_blattae	['NZ_LR134215']
GCF_002966595.1	Bac	135625	712	724	727	Haemophilus_influenzae	['NZ_CP020007']
GCF_001719105.1	Bac	91347	543	547	1868135	Enterobacter_sp._HK169	['NZ_CP017087']
GCF_000349925.2	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NC_020540']
GCF_004009315.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025362']
GCF_003390735.1	Bac	85004	31953	1678	1681	Bifidobacterium_bifidum	['NZ_CP022723']
GCF_001991095.1	Bac	213849	72293	209	210	Helicobacter_pylori	['NZ_CP018823', 'NZ_CP018824']
GCF_000253155.1	Bac	186826	1300	1301	1303	Streptococcus_oralis	['NC_015291']
GCF_002000725.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP014423', 'NZ_CP014424', 'NZ_CP014425']
GCF_001444405.1	Bac	135622	267888	53246	161398	Pseudoalteromonas_phenolica	['NZ_CP013187', 'NZ_CP013188']
GCF_000816365.1	Bac	213849	72294	194	201	Campylobacter_lari	['NZ_CP007775']
GCF_002910725.2	Bac	85011	2062	1883	565560	Streptomyces_sp._SM17	['NZ_CP029338', 'NZ_CP029339', 'NZ_CP029340', 'NZ_CP029341']
GCF_000759535.1	Bac	72274	135621	286	157783	Pseudomonas_cremoricolorata	['NZ_CP009455']
GCF_000430405.1	Bac	135623	641	662	670	Vibrio_parahaemolyticus	['NC_021847', 'NC_021821']
GCF_000211015.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NC_021028']
GCF_003718315.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029909']
GCF_001975145.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP017052', 'NZ_CP017053']
GCF_002009425.1	Bac	135613	1046	NO RANK	1978339	Chromatiaceae_bacterium_2141T.STBD.0c.01a	['NZ_CP019936']
GCF_002139975.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP020882', 'NZ_CP020883', 'NZ_CP020884']
GCF_002761435.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP017975']
GCF_001685665.2	Bac	1385	90964	1279	283734	Staphylococcus_pseudintermedius	['NZ_CP015626']
GCF_003795085.1	Bac	200644	49546	1016	28188	Capnocytophaga_canimorsus	['NZ_CP032681']
GCF_900478255.1	Bac	1385	90964	1279	28035	Staphylococcus_lugdunensis	['NZ_LS483482']
GCF_001931675.1	Bac	80840	119060	93217	445709	Pandoraea_thiooxydans	['NZ_CP014839']
GCF_900637115.1	Bac	85007	1762	670516	1774	Mycobacteroides_chelonae	['NZ_LR134345']
GCF_002983665.1	Bac	91347	1903414	586	588	Providencia_stuartii	['NZ_CP027398']
GCF_002892125.1	Bac	204455	31989	302485	221822	Phaeobacter_inhibens	['NZ_CP010749', 'NZ_CP010750', 'NZ_CP010751', 'NZ_CP010752', 'NZ_CP010753', 'NZ_CP010754', 'NZ_CP010755']
GCF_003204955.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP029747', 'NZ_CP029748']
GCF_000338715.2	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NC_020245']
GCF_003665635.1	Bac	91347	543	544	546	Citrobacter_freundii	['NZ_CP024683']
GCF_001831415.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP017403']
GCF_002090235.1	Bac	2085	2092	2093	2104	Mycoplasma_pneumoniae	['NZ_CP020690']
GCF_000612765.1	Bac	356	772	773	38323	Bartonella_henselae	['NZ_HG969191']
GCF_001636295.1	Bac	85006	85017	254250	372663	Isoptericola_dokdonensis	['NZ_CP014209']
GCF_001592385.1	Bac	186826	1300	1301	1311	Streptococcus_agalactiae	['NZ_CP010874']
GCF_001664485.1	Bac	356	82115	379	1703969	Rhizobium_sp._N324	['NZ_CP013630', 'NZ_CP013631', 'NZ_CP013632', 'NZ_CP013633', 'NZ_CP013634', 'NZ_CP013635']
GCF_000196355.1	Bac	32003	206379	35798	1231	Nitrosospira_multiformis	['NC_007614', 'NC_007615', 'NC_007616', 'NC_007617']
GCF_000956315.1	Bac	136	1643685	138	140	Borrelia_hermsii	['NZ_CP011060']
GCF_000203195.1	Bac	186826	1300	1301	315405	Streptococcus_gallolyticus	['NC_015215', 'NC_015219']
GCF_000550805.1	Bac	85007	1653	1716	38305	Corynebacterium_vitaeruminis	['NZ_CP004353']
GCF_001854285.1	Bac	80840	119060	106589	1389192	Cupriavidus_sp._USMAHM13	['NZ_CP017751', 'NZ_CP017752', 'NZ_CP017753']
GCF_001605015.1	Bac	356	69277	31988	83263	Aminobacter_aminovorans	['NZ_CP015005', 'NZ_CP015006', 'NZ_CP015007', 'NZ_CP015008', 'NZ_CP015009']
GCF_002104615.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP020703']
GCF_000758545.1	Bac	1385	186822	44249	1536775	Paenibacillus_sp._FSL_H7-0737	['NZ_CP009279']
GCF_002999275.1	Bac	186328	33925	46239	2151	Mesoplasma_florum	['NZ_CP022513']
GCF_001186215.1	Bac	91347	1903412	635	1650654	Edwardsiella_sp._LADL05-105	['NZ_CP011516']
GCF_002443015.2	Bac	1385	186817	1386	293387	Bacillus_altitudinis	['NZ_CP022319', 'NZ_CP022320']
GCF_001189555.1	Bac	909929	1843491	970	712538	Selenomonas_sp._oral_taxon_478	['NZ_CP012071']
GCF_000485905.1	Bac	135613	72276	1335745	1335757	Spiribacter_curvatus	['NC_022664']
GCF_001509915.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP010966']
GCF_900638595.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_LR134528']
GCF_000012605.1	Bac	72273	135616	28884	39765	Hydrogenovibrio_crunogenus	['NC_007520']
GCF_001506805.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010506']
GCF_000250635.1	Bac	1936988	89374	1007	1008	Saprospira_grandis	['NC_016940', 'NC_016936']
GCF_000761135.1	Bac	186826	33958	1578	1545702	Lactobacillus_sp._wkB8	['NZ_CP009531', 'NZ_CP009532']
GCF_000441555.1	Bac	NO RANK	NO RANK	1381133	669502	Candidatus_Profftella_armatura	['NC_021885', 'NC_021886']
GCF_000808055.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP010346']
GCF_001577755.1	Bac	768507	1853232	1379908	1379909	Rufibacter_sp._DG15C	['NZ_CP010776']
GCF_000513695.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP006862']
GCF_001720485.1	Bac	135619	28256	204286	28258	Cobetia_marina	['NZ_CP017114']
GCF_002156745.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP020841', 'NZ_CP020842', 'NZ_CP020843', 'NZ_CP020844', 'NZ_CP020846', 'NZ_CP020845']
GCF_000017605.1	Bac	NO RANK	170	171	172	Leptospira_biflexa	['NC_010842', 'NC_010845', 'NC_010846']
GCF_000147795.2	Bac	356	82115	28105	382	Sinorhizobium_meliloti	['NC_015590', 'NC_015596', 'NC_015591', 'NC_015597', 'NC_015592']
GCF_001936315.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP017631', 'NZ_CP017632', 'NZ_CP017633']
GCF_002447855.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NZ_CP023622']
GCF_002934425.1	Bac	135624	84642	642	1636609	Aeromonas_sp._ASNIH4	['NZ_CP026217', 'NZ_CP026218', 'NZ_CP026220', 'NZ_CP026221', 'NZ_CP026219']
GCF_001717725.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP016863', 'NZ_CP016862']
GCF_000179635.2	Bac	186802	541000	1263	1264	Ruminococcus_albus	['NC_014833', 'NC_014824', 'NC_014825', 'NC_014826', 'NC_014827']
GCF_001697205.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP012394']
GCF_001715405.1	Bac	356	118882	234	36855	Brucella_canis	['NZ_CP016977', 'NZ_CP016978']
GCF_002097715.1	Bac	80840	119060	32008	265293	[Pseudomonas]_mesoacidophila	['NZ_CP020737', 'NZ_CP020738', 'NZ_CP020739', 'NZ_CP020740']
GCF_003660205.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP032833', 'NZ_CP032834', 'NZ_CP032835', 'NZ_CP032836', 'NZ_CP032837', 'NZ_CP032838']
GCF_900639505.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135339', 'NZ_LR135340', 'NZ_LR135341', 'NZ_LR135342', 'NZ_LR135343']
GCF_000755885.1	Bac	80840	119060	32008	13373	Burkholderia_mallei	['NZ_CP008723', 'NZ_CP008722']
GCF_000013125.1	Bac	766	942	768	948	Anaplasma_phagocytophilum	['NC_007797']
GCF_001718315.1	Bac	80840	119060	32008	488732	Burkholderia_diffusa	['NZ_CP013362', 'NZ_CP013363', 'NZ_CP013364']
GCF_002214725.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP016316', 'NZ_CP016317']
GCF_001988095.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013078']
GCF_002216085.1	Bac	1385	186817	1386	1423	Bacillus_subtilis	['NZ_CP022287', 'NZ_CP022288', 'NZ_CP022289']
GCF_003626995.1	Bac	72274	135621	286	294	Pseudomonas_fluorescens	['NZ_CP032618']
GCF_000236475.1	Bac	186826	1300	1357	1358	Lactococcus_lactis	['NC_017492', 'NC_017497', 'NC_017495', 'NC_017493', 'NC_017496']
GCF_002803845.1	Bac	85011	2062	1883	1914	Streptomyces_lavendulae	['NZ_CP024985', 'NZ_CP024986']
GCF_001028645.1	Bac	1385	90964	1279	29388	Staphylococcus_capitis	['NZ_CP007601', 'NZ_CP007602']
GCF_001989115.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013894']
GCF_001577365.1	Bac	85006	85023	447237	1795630	Frondihabitans_sp._PAMC_28766	['NZ_CP014513', 'NZ_CP014514', 'NZ_CP014515', 'NZ_CP014516']
GCF_003143895.1	Bac	72274	468	469	106654	Acinetobacter_nosocomialis	['NZ_CP029351']
GCF_002945945.1	Bac	186802	186804	1870884	1496	Clostridioides_difficile	['NZ_CP026596']
GCF_002355835.1	Bac	1783344	1783343	1408194	1408204	Candidatus_Endomicrobium_trichonymphae	['NZ_AP017459', 'NZ_AP017460', 'NZ_AP017461', 'NZ_AP017462']
GCF_000835365.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010301', 'NZ_CP010302', 'NZ_CP010303']
GCF_003214895.1	Bac	200644	NO RANK	336809	336810	Candidatus_Sulcia_muelleri	['NZ_CP029010']
GCF_000177195.2	Bac	85011	2062	1883	862751	Streptomyces_sp._SirexAA-E	['NC_015953']
GCF_001988955.1	Bac	768507	89373	107	1178516	Spirosoma_montaniterrae	['NZ_CP014263']
GCF_001987955.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011765']
GCF_002215215.1	Bac	135613	449719	437504	437505	Granulosicoccus_antarcticus	['NZ_CP018632']
GCF_001750705.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP017353']
GCF_000264455.2	Bac	204441	41295	171436	171437	Tistrella_mobilis	['NC_017956', 'NC_017957', 'NC_017966', 'NC_017958', 'NC_017959']
GCF_003111745.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP029172', 'NZ_CP029168', 'NZ_CP029169', 'NZ_CP029170', 'NZ_CP029171']
GCF_003097555.1	Bac	1385	90964	1279	214473	Staphylococcus_nepalensis	['NZ_CP017459']
GCF_002966815.1	Bac	135614	32033	40323	1827305	Stenotrophomonas_sp._MYb57	['NZ_CP023271']
GCF_002814155.1	Bac	135622	267888	53246	298657	Pseudoalteromonas_spongiae	['NZ_CP023398', 'NZ_CP023399', 'NZ_CP023400']
GCF_000218585.1	Bac	356	41294	40136	40137	Oligotropha_carboxidovorans	['NC_017538', 'NC_017536', 'NC_017539']
GCF_000800395.1	Bac	118964	183710	1298	1182571	Deinococcus_swuensis	['NZ_CP010028']
GCF_002356335.1	Bac	85007	1762	670516	1520670	[Mycobacterium]_stephanolepidis	['NZ_AP018165']
GCF_002796445.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024889', 'NZ_CP024888']
GCF_004008995.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP025372']
GCF_000470845.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NC_022442']
GCF_000829275.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_AP014622']
GCF_000179015.2	Bac	80840	80864	201096	179636	Alicycliphilus_denitrificans	['NC_014910', 'NC_014908', 'NC_014911']
GCF_001718775.1	Bac	80840	119060	32008	60552	Burkholderia_vietnamiensis	['NZ_CP013433', 'NZ_CP013434']
GCF_002080475.1	Bac	186802	31979	1485	1497	Clostridium_formicaceticum	['NZ_CP020559']
GCF_002286055.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP016961']
GCF_000284115.1	Bac	666506	666507	666508	547188	Phycisphaera_mikurensis	['NC_017080', 'NC_017081']
GCF_003213825.2	Bac	213849	72293	209	213	Helicobacter_cinaedi	['NZ_AP018446']
GCF_000011665.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NC_006086']
GCF_000011885.1	Bac	91347	543	590	28901	Salmonella_enterica	['NC_006511']
GCF_001682295.1	Bac	85007	85025	1827	1723645	Rhodococcus_sp._008	['NZ_CP012749', 'NZ_CP015204', 'NZ_CP015205', 'NZ_CP015203']
GCF_001579905.1	Bac	204455	31989	478070	1674922	Labrenzia_sp._CP4	['NZ_CP011927', 'NZ_CP011928']
GCF_001654475.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NZ_CP015779', 'NZ_CP015777', 'NZ_CP015778']
GCF_003323815.1	Bac	72274	468	469	29430	Acinetobacter_haemolyticus	['NZ_CP030880']
GCF_003999735.1	Bac	1385	186817	1386	1193713	Bacillus_mesonae	['NZ_CP022572']
GCF_001998805.1	Bac	186826	81850	1243	255248	Leuconostoc_garlicum	['NZ_CP016329', 'NZ_CP016330', 'NZ_CP016331']
GCF_003205815.1	Bac	72274	135621	286	2213057	Pseudomonas_sp._R2A2	['NZ_CP029772']
GCF_001308285.1	Bac	186826	33958	1578	1587	Lactobacillus_helveticus	['NZ_CP012381']
GCF_001307295.1	Bac	204457	41297	165697	33050	Sphingopyxis_macrogoltabida	['NZ_CP012700', 'NZ_CP012701', 'NZ_CP012702', 'NZ_CP012703', 'NZ_CP012704', 'NZ_CP012705']
GCF_000755825.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP009128', 'NZ_CP009127']
GCF_004014985.1	Bac	1385	186821	2077	269673	Sporolactobacillus_terrae	['NZ_CP025689']
GCF_002863865.1	Bac	135619	224372	2025617	1917421	Ketobacter_alkanivorans	['NZ_CP022684']
GCF_000623735.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007286']
GCF_003033905.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027118', 'NZ_CP027119', 'NZ_CP027120']
GCF_001593285.1	Bac	72274	468	497	1699622	Psychrobacter_sp._P2G3	['NZ_CP012529', 'NZ_CP012530', 'NZ_CP012531', 'NZ_CP012532']
GCF_003008595.1	Bac	80840	80864	352450	2109915	Simplicispira_suum	['NZ_CP027669', 'NZ_CP027670', 'NZ_CP027671']
GCF_000349765.2	Bac	135625	712	75984	75985	Mannheimia_haemolytica	['NC_020833']
GCF_900475965.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483434']
GCF_000769575.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP009681']
GCF_900155645.1	Bac	85009	31957	203133	1871034	Propionimicrobium_sp._Marseille-P3275	['NZ_LT706985']
GCF_900078775.1	Bac	85007	1762	1866885	1791	Mycolicibacterium_aurum	['NZ_LT549889']
GCF_000025465.1	Bac	91347	543	570	244366	Klebsiella_variicola	['NC_013850']
GCF_002220735.1	Bac	213849	72294	194	206	Campylobacter_sputorum	['NZ_CP019683']
GCF_900477905.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LS483457']
GCF_003004215.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP021277', 'NZ_CP021278']
GCF_000833215.1	Bac	72273	34064	262	28110	Francisella_philomiragia	['NZ_CP009436', 'NZ_CP009437']
GCF_000750475.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009083']
GCF_001281425.1	Bac	85004	31953	1678	1685	Bifidobacterium_breve	['NZ_CP010413', 'NZ_CP010414']
GCF_003181055.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP029582', 'NZ_CP029583', 'NZ_CP029584', 'NZ_CP029585', 'NZ_CP029586']
GCF_900637685.1	Bac	118969	444	445	28087	Legionella_sainthelensi	['NZ_LR134388']
GCF_000698885.1	Bac	186826	1300	1301	1308	Streptococcus_thermophilus	['NZ_CP006819']
GCF_001536305.1	Bac	186826	81850	1243	1244	Leuconostoc_gelidum	['NZ_LN890331', 'NZ_LN890332', 'NZ_LN890333', 'NZ_LN890334']
GCF_001411495.1	Bac	80840	119060	32008	292	Burkholderia_cepacia	['NZ_CP012981', 'NZ_CP012982', 'NZ_CP012983', 'NZ_CP012984']
GCF_002007805.1	Bac	91347	543	547	550	Enterobacter_cloacae	['NZ_CP019839', 'NZ_CP019840', 'NZ_CP019841', 'NZ_CP019842', 'NZ_CP019843']
GCF_001483945.1	Bac	80840	75682	963	80842	Herbaspirillum_rubrisubalbicans	['NZ_CP013737']
GCF_002213645.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP007017']
GCF_002804205.1	Bac	186328	33925	46238	74700	Entomoplasma_freundtii	['NZ_CP024962']
GCF_001900315.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP010121']
GCF_001611155.1	Bac	186826	33958	1253	51663	Pediococcus_damnosus	['NZ_CP012294', 'NZ_CP012295', 'NZ_CP012296']
GCF_001715615.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP015308', 'NZ_CP016631']
GCF_000419425.1	Bac	72274	468	469	470	Acinetobacter_baumannii	['NC_021729', 'NC_021730', 'NC_021731', 'NC_021732']
GCF_001409135.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LN890518', 'NZ_LN890519']
GCF_003967075.1	Bac	204457	41297	165695	135719	Sphingobium_amiense	['NZ_AP018664', 'NZ_AP018665', 'NZ_AP018666', 'NZ_AP018667', 'NZ_AP018668', 'NZ_AP018669', 'NZ_AP018670']
GCF_001887985.3	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP026585', 'NZ_CP026582', 'NZ_CP026583', 'NZ_CP026584']
GCF_000252875.1	Bac	91347	543	590	28901	Salmonella_enterica	['NC_017046', 'NC_017054']
GCF_003030125.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP028172', 'NZ_CP028173', 'NZ_CP028174', 'NZ_CP028175']
GCF_000828015.1	Bac	85007	1653	1716	1718	Corynebacterium_glutamicum	['NZ_CP010451', 'NZ_CP010452']
GCF_000010945.1	Bac	204441	433	434	438	Acetobacter_pasteurianus	['NC_017150', 'NC_017104', 'NC_017105', 'NC_017151', 'NC_017106', 'NC_017107', 'NC_017152']
GCF_001986995.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011717']
GCF_001697125.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP012392']
GCF_000236065.1	Bac	80840	119060	32008	1097668	Burkholderia_sp._YI23	['NC_016589', 'NC_016625', 'NC_016590', 'NC_016626', 'NC_016591', 'NC_016592']
GCF_000993765.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP007537']
GCF_002240185.1	Bac	356	82115	379	384	Rhizobium_leguminosarum	['NZ_CP022564', 'NZ_CP022565', 'NZ_CP022566', 'NZ_CP022567', 'NZ_CP022568', 'NZ_CP022569', 'NZ_CP022570']
GCF_900475085.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_LS483347']
GCF_000023725.1	Bac	200644	49546	NO RANK	531844	Flavobacteriaceae_bacterium_3519-10	['NC_013062']
GCF_002313045.1	Bac	1385	90964	69965	1898474	Macrococcus_sp._IME1552	['NZ_CP017156']
GCF_001683095.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NZ_CP012730']
GCF_001186415.1	Bac	135614	32033	338	339	Xanthomonas_campestris	['NZ_CP012145']
GCF_001975105.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP017048', 'NZ_CP017049']
GCF_002741435.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024223', 'NZ_CP024224', 'NZ_CP024225', 'NZ_CP024226', 'NZ_CP024227']
GCF_001590685.1	Bac	1385	186818	1569	1476	Sporosarcina_psychrophila	['NZ_CP014616']
GCF_003574275.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_AP018753', 'NZ_AP018754', 'NZ_AP018755']
GCF_003045165.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP028437']
GCF_000146975.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NC_014494']
GCF_002588845.1	Bac	91347	1903411	613	47917	Serratia_fonticola	['NZ_CP023956']
GCF_000487515.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP019177']
GCF_001655295.1	Bac	72274	135621	286	1338689	Pseudomonas_sp._JY-Q	['NZ_CP011525']
GCF_004010995.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP025576', 'NZ_CP025577', 'NZ_CP025578', 'NZ_CP025579', 'NZ_CP025580']
GCF_002761555.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP021849']
GCF_001028285.3	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP011827', 'NZ_CP013665', 'NZ_CP013664']
GCF_000248375.1	Bac	85007	1653	1716	1719	Corynebacterium_pseudotuberculosis	['NC_016932']
GCF_001020185.2	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NZ_CP011535']
GCF_000008345.1	Bac	85009	31957	1912216	1747	Cutibacterium_acnes	['NC_006085']
GCF_002234795.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP022497', 'NZ_CP022498', 'NZ_CP022499']
GCF_002587225.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP023866']
GCF_001953235.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP018828', 'NZ_CP018827', 'NZ_CP018825', 'NZ_CP018829', 'NZ_CP018826']
GCF_002947135.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP026700', 'NZ_CP026701']
GCF_001889545.1	Bac	204441	433	364409	364410	Granulibacter_bethesdensis	['NZ_CP018194']
GCF_001683235.1	Bac	1385	186817	1386	1392	Bacillus_anthracis	['NZ_CP012725']
GCF_000832845.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP009628', 'NZ_CP009627']
GCF_000750255.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP009090']
GCF_900236335.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_LT962928', 'NZ_LT962929']
GCF_002549795.1	Bac	135619	28256	2745	475662	Halomonas_beimenensis	['NZ_CP021435']
GCF_000416365.2	Bac	85007	1762	1763	1273687	Mycobacterium_sp._VKM_Ac-1817D	['NZ_CP009914']
GCF_002024265.1	Bac	1385	186817	1386	86664	Bacillus_flexus	['NZ_CP016790', 'NZ_CP016791', 'NZ_CP016792']
GCF_000168635.2	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NC_017545']
GCF_003018915.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027388', 'NZ_CP027389']
